date,energy_charge
16-Sep-17,838.3656861
17-Sep-17,744.711732
18-Sep-17,894.648829
19-Sep-17,915.077428
20-Sep-17,923.089937
21-Sep-17,924.652893
22-Sep-17,914.65096
23-Sep-17,837.622825
24-Sep-17,747.905038
25-Sep-17,883.279807
26-Sep-17,896.906988
27-Sep-17,914.960884
28-Sep-17,915.763419
29-Sep-17,893.728951
30-Sep-17,804.856478
1-Oct-17,728.96695
2-Oct-17,871.451176
3-Oct-17,870.677163
4-Oct-17,849.360763
5-Oct-17,874.143736
6-Oct-17,923.642034
7-Oct-17,836.08895
8-Oct-17,747.962065
9-Oct-17,917.889406
10-Oct-17,959.249992
11-Oct-17,976.107008
12-Oct-17,855.599479
13-Oct-17,919.95493
14-Oct-17,856.963847
15-Oct-17,755.4153882
16-Oct-17,886.055289
17-Oct-17,919.960859
18-Oct-17,942.86831
19-Oct-17,968.515922
20-Oct-17,963.243753
21-Oct-17,864.804112
22-Oct-17,775.164351
23-Oct-17,882.308506
24-Oct-17,883.07563
25-Oct-17,911.341439
26-Oct-17,924.865505
27-Oct-17,928.182862
28-Oct-17,853.165411
29-Oct-17,769.590974
30-Oct-17,898.766883
31-Oct-17,914.417922
1-Nov-17,877.804056
2-Nov-17,759.641835
3-Nov-17,845.165653
4-Nov-17,826.869648
5-Nov-17,757.035176
6-Nov-17,868.908173
7-Nov-17,874.484028
8-Nov-17,874.521615
9-Nov-17,885.191414
10-Nov-17,915.837976
11-Nov-17,822.884062
12-Nov-17,715.866255
13-Nov-17,866.487643
14-Nov-17,889.625605
15-Nov-17,824.198555
16-Nov-17,948.802429
17-Nov-17,941.589445
18-Nov-17,849.885349
19-Nov-17,766.405241
20-Nov-17,827.963202
21-Nov-17,893.860266
22-Nov-17,899.322969
23-Nov-17,885.739093
24-Nov-17,888.369126
25-Nov-17,846.08218
26-Nov-17,768.025756
27-Nov-17,929.632423
28-Nov-17,935.214587
29-Nov-17,907.4294
30-Nov-17,892.478296
1-Dec-17,874.092185
2-Dec-17,805.502219
3-Dec-17,736.236433
4-Dec-17,899.857283
5-Dec-17,931.312156
6-Dec-17,917.687388
7-Dec-17,927.330773
8-Dec-17,919.934506
9-Dec-17,846.001347
10-Dec-17,768.608274
11-Dec-17,926.193581
12-Dec-17,913.926941
13-Dec-17,916.563967
14-Dec-17,940.170922
15-Dec-17,954.904865
16-Dec-17,879.414399
17-Dec-17,814.015625
18-Dec-17,955.965299
19-Dec-17,970.097879
20-Dec-17,973.282577
21-Dec-17,947.2730334
22-Dec-17,909.225536
23-Dec-17,849.4997
24-Dec-17,798.574144
25-Dec-17,747.625139
26-Dec-17,883.017979
27-Dec-17,922.801379
28-Dec-17,924.872414
29-Dec-17,900.138832
30-Dec-17,819.428682
31-Dec-17,761.311863
1-Jan-18,726.442179
2-Jan-18,885.008165
3-Jan-18,925.264623
4-Jan-18,910.526513
5-Jan-18,903.930712
6-Jan-18,848.03073
7-Jan-18,761.740737
8-Jan-18,879.824138
9-Jan-18,909.828502
10-Jan-18,944.338144
11-Jan-18,960.967804
12-Jan-18,949.66326
13-Jan-18,877.945921
14-Jan-18,804.337997
15-Jan-18,955.521412
16-Jan-18,989.834347
17-Jan-18,1011.094766
18-Jan-18,1040.213806
19-Jan-18,1046.951798
20-Jan-18,946.869814
21-Jan-18,868.44706
22-Jan-18,1034.107676
23-Jan-18,1061.994351
24-Jan-18,1063.90286
25-Jan-18,1042.701316
26-Jan-18,1024.618621
27-Jan-18,913.040601
28-Jan-18,834.758856
29-Jan-18,997.688993
30-Jan-18,972.991196
31-Jan-18,939.051556
1-Feb-18,948.04651
2-Feb-18,954.978763
3-Feb-18,880.776785
4-Feb-18,785.042736
5-Feb-18,912.33395
6-Feb-18,926.916053
7-Feb-18,946.221007
8-Feb-18,975.393583
9-Feb-18,999.320722
10-Feb-18,904.973631
11-Feb-18,822.225573
12-Feb-18,891.391023
13-Feb-18,879.631542
14-Feb-18,939.42843
15-Feb-18,944.85469
16-Feb-18,964.348037
17-Feb-18,900.549266
18-Feb-18,811.724428
19-Feb-18,956.410666
20-Feb-18,988.910881
21-Feb-18,1007.548409
22-Feb-18,1000.881971
23-Feb-18,974.705617
24-Feb-18,878.639594
25-Feb-18,802.618265
26-Feb-18,949.468568
27-Feb-18,962.905564
28-Feb-18,987.89908
1-Mar-18,1001.687525
2-Mar-18,1009.702184
3-Mar-18,922.770539
4-Mar-18,849.787857
5-Mar-18,1005.046714
6-Mar-18,1031.621642
7-Mar-18,1025.402875
8-Mar-18,991.125807
9-Mar-18,972.579873
10-Mar-18,892.885309
11-Mar-18,817.217167
12-Mar-18,996.913947
13-Mar-18,1021.982467
14-Mar-18,1042.126101
15-Mar-18,1039.72346
16-Mar-18,1038.848123
17-Mar-18,921.174892
18-Mar-18,836.182507
19-Mar-18,1017.79954
20-Mar-18,1043.352638
21-Mar-18,1006.003734
22-Mar-18,978.231429
23-Mar-18,990.481105
24-Mar-18,909.647172
25-Mar-18,831.962665
26-Mar-18,980.706979
27-Mar-18,984.543105
28-Mar-18,988.243356
29-Mar-18,971.478568
30-Mar-18,818.871891
31-Mar-18,842.716868
1-Apr-18,801.071134
2-Apr-18,960.389399
3-Apr-18,983.659735
4-Apr-18,962.066247
5-Apr-18,952.77142
6-Apr-18,947.146187
7-Apr-18,861.156395
8-Apr-18,780.220162
9-Apr-18,925.068967
10-Apr-18,938.415304
11-Apr-18,938.364398
12-Apr-18,934.753387
13-Apr-18,947.702001
14-Apr-18,865.898124
15-Apr-18,752.664628
16-Apr-18,860.175674
17-Apr-18,869.057089
18-Apr-18,865.465363
19-Apr-18,871.13271
20-Apr-18,881.299429
21-Apr-18,768.363925
22-Apr-18,726.797985
23-Apr-18,860.922382
24-Apr-18,909.288071
25-Apr-18,918.192964
26-Apr-18,933.122475
27-Apr-18,934.732997
28-Apr-18,849.037233
29-Apr-18,756.878001
30-Apr-18,850.871259
1-May-18,782.130479
2-May-18,900.570525
3-May-18,919.141255
4-May-18,925.029949
5-May-18,848.319111
6-May-18,759.566279
7-May-18,891.115329
8-May-18,890.204698
9-May-18,878.306762
10-May-18,877.276856
11-May-18,889.537424
12-May-18,825.144731
13-May-18,727.08529
14-May-18,867.455134
15-May-18,893.860536
16-May-18,900.708175
17-May-18,896.721947
18-May-18,900.409923
19-May-18,812.532147
20-May-18,703.58706
21-May-18,788.07514
22-May-18,805.769415
23-May-18,807.375559
24-May-18,806.354884
25-May-18,794.840918
26-May-18,720.794574
27-May-18,662.608903
28-May-18,759.638143
29-May-18,764.19377
30-May-18,752.79596
31-May-18,692.030559
1-Jun-18,752.107183
2-Jun-18,735.003661
3-Jun-18,680.679371
4-Jun-18,793.752442
5-Jun-18,818.57338
6-Jun-18,834.58784
7-Jun-18,843.606685
8-Jun-18,840.912872
9-Jun-18,781.075012
10-Jun-18,709.398852
11-Jun-18,846.093193
12-Jun-18,884.272886
13-Jun-18,887.310939
14-Jun-18,865.787385
15-Jun-18,847.835158
16-Jun-18,780.224903
17-Jun-18,692.873905
18-Jun-18,815.94141
19-Jun-18,836.455016
