Month,Reservoir,Vol_Uti_percent
Apr-21,CORUMBA-3,91.09999847
May-21,CORUMBA-3,84.52999878
Jun-21,CORUMBA-3,86.16000366
Jul-21,CORUMBA-3,92.19999695
Jan-99,CORUMBA,49.13
Feb-99,CORUMBA,33.79
Mar-99,CORUMBA,92.63
Apr-99,CORUMBA,82.7
May-99,CORUMBA,56.2
Jun-99,CORUMBA,56.6
Jul-99,CORUMBA,51.2
Aug-99,CORUMBA,46.4
Sep-99,CORUMBA,40.4
Oct-99,CORUMBA,22.1
Nov-99,CORUMBA,27.9
Dec-99,CORUMBA,34.9
Jan-00,CORUMBA,43.26
Feb-00,CORUMBA,69.9
Mar-00,CORUMBA,88.34
Apr-00,CORUMBA,86.14
May-00,CORUMBA,20.55
Jun-00,CORUMBA,22.2
Jul-00,CORUMBA,24
Aug-00,CORUMBA,21.94
Sep-00,CORUMBA,51.38
Oct-00,CORUMBA,46.6
Nov-00,CORUMBA,69.4
Dec-00,CORUMBA,88.8
Jan-01,CORUMBA,67.02
Feb-01,CORUMBA,40.87
Mar-01,CORUMBA,64.7
Apr-01,CORUMBA,85.81
May-01,CORUMBA,65.28
Jun-01,CORUMBA,75.33
Jul-01,CORUMBA,75.95
Aug-01,CORUMBA,64.79
Sep-01,CORUMBA,58.66
Oct-01,CORUMBA,60.99
Nov-01,CORUMBA,79.09
Dec-01,CORUMBA,92.57
Jan-02,CORUMBA,78.9
Feb-02,CORUMBA,81.22
Mar-02,CORUMBA,99.45
Apr-02,CORUMBA,79.35
May-02,CORUMBA,78.79
Jun-02,CORUMBA,65.67
Jul-02,CORUMBA,72.83
Aug-02,CORUMBA,64.46
Sep-02,CORUMBA,57.37
Oct-02,CORUMBA,40.64
Nov-02,CORUMBA,41.15
Dec-02,CORUMBA,67.26
Jan-03,CORUMBA,93.59
Feb-03,CORUMBA,82.83
Mar-03,CORUMBA,91.66
Apr-03,CORUMBA,90.78
May-03,CORUMBA,87.19
Jun-03,CORUMBA,57.28
Jul-03,CORUMBA,64.65
Aug-03,CORUMBA,62.41
Sep-03,CORUMBA,57.28
Oct-03,CORUMBA,53.88
Nov-03,CORUMBA,52.81
Dec-03,CORUMBA,50.15
Jan-04,CORUMBA,95.36
Feb-04,CORUMBA,81.67
Mar-04,CORUMBA,90.39
Apr-04,CORUMBA,93.81
May-04,CORUMBA,93.93
Jun-04,CORUMBA,92.54
Jul-04,CORUMBA,92.27
Aug-04,CORUMBA,83.6
Sep-04,CORUMBA,59.1
Oct-04,CORUMBA,55.09
Nov-04,CORUMBA,51.13
Dec-04,CORUMBA,61.01
Jan-05,CORUMBA,89.03
Feb-05,CORUMBA,84.65
Mar-05,CORUMBA,85.42
Apr-05,CORUMBA,92.62
May-05,CORUMBA,88.86
Jun-05,CORUMBA,86.19
Jul-05,CORUMBA,68.3
Aug-05,CORUMBA,40.13
Sep-05,CORUMBA,36.29
Oct-05,CORUMBA,31.07
Nov-05,CORUMBA,56.84
Dec-05,CORUMBA,92.17
Jan-06,CORUMBA,85.53
Feb-06,CORUMBA,90
Mar-06,CORUMBA,95.87
Apr-06,CORUMBA,92.74
May-06,CORUMBA,91.48
Jun-06,CORUMBA,86.63
Jul-06,CORUMBA,92.62
Aug-06,CORUMBA,80.32
Sep-06,CORUMBA,60.71
Oct-06,CORUMBA,76.1
Nov-06,CORUMBA,80.43
Dec-06,CORUMBA,88.74
Jan-07,CORUMBA,86.25
Feb-07,CORUMBA,88.46
Mar-07,CORUMBA,88.34
Apr-07,CORUMBA,96.82
May-07,CORUMBA,91.25
Jun-07,CORUMBA,81.71
Jul-07,CORUMBA,72.7
Aug-07,CORUMBA,61.87
Sep-07,CORUMBA,51.73
Oct-07,CORUMBA,36.82
Nov-07,CORUMBA,33.93
Dec-07,CORUMBA,35.09
Jan-08,CORUMBA,77.34
Feb-08,CORUMBA,91.14
Mar-08,CORUMBA,93.42
Apr-08,CORUMBA,98.11
May-08,CORUMBA,90.05
Jun-08,CORUMBA,91.6
Jul-08,CORUMBA,85.53
Aug-08,CORUMBA,71.19
Sep-08,CORUMBA,51.81
Oct-08,CORUMBA,35.02
Nov-08,CORUMBA,46.81
Dec-08,CORUMBA,63.73
Jan-09,CORUMBA,61.64
Feb-09,CORUMBA,92.85
Mar-09,CORUMBA,89.65
Apr-09,CORUMBA,95.46
May-09,CORUMBA,86.14
Jun-09,CORUMBA,93.08
Jul-09,CORUMBA,88.07
Aug-09,CORUMBA,87.85
Sep-09,CORUMBA,74.5
Oct-09,CORUMBA,56.43
Nov-09,CORUMBA,48.24
Dec-09,CORUMBA,90.63
Jan-10,CORUMBA,89.2
Feb-10,CORUMBA,89.65
Mar-10,CORUMBA,90.8
Apr-10,CORUMBA,83.66
May-10,CORUMBA,85.7
Jun-10,CORUMBA,70.99
Jul-10,CORUMBA,56.07
Aug-10,CORUMBA,43.71
Sep-10,CORUMBA,28.57
Oct-10,CORUMBA,21.36
Nov-10,CORUMBA,27.83
Dec-10,CORUMBA,60.52
Jan-11,CORUMBA,94.17
Feb-11,CORUMBA,95.29
Mar-11,CORUMBA,88.12
Apr-11,CORUMBA,98
May-11,CORUMBA,93.02
Jun-11,CORUMBA,83.33
Jul-11,CORUMBA,60.38
Aug-11,CORUMBA,67.16
Sep-11,CORUMBA,36.82
Oct-11,CORUMBA,47.95
Nov-11,CORUMBA,37.98
Dec-11,CORUMBA,77.24
Jan-12,CORUMBA,85.2
Feb-12,CORUMBA,92
Mar-12,CORUMBA,83
Apr-12,CORUMBA,87.63
May-12,CORUMBA,71.54
Jun-12,CORUMBA,82.51
Jul-12,CORUMBA,81.34
Aug-12,CORUMBA,41.77
Sep-12,CORUMBA,37.01
Oct-12,CORUMBA,20.52
Nov-12,CORUMBA,33.32
Dec-12,CORUMBA,24.6
Jan-13,CORUMBA,61.64
Feb-13,CORUMBA,82.25
Mar-13,CORUMBA,91.82
Apr-13,CORUMBA,90.74
May-13,CORUMBA,91.71
Jun-13,CORUMBA,95.87
Jul-13,CORUMBA,85.81
Aug-13,CORUMBA,69.25
Sep-13,CORUMBA,56.66
Oct-13,CORUMBA,47.06
Nov-13,CORUMBA,33.1
Dec-13,CORUMBA,83.55
Jan-14,CORUMBA,77.24
Feb-14,CORUMBA,40.52
Mar-14,CORUMBA,90.34
Apr-14,CORUMBA,95.29
May-14,CORUMBA,94.22
Jun-14,CORUMBA,93.99
Jul-14,CORUMBA,86.63
Aug-14,CORUMBA,65.18
Sep-14,CORUMBA,34.23
Oct-14,CORUMBA,9.48
Nov-14,CORUMBA,23.02
Dec-14,CORUMBA,45.51
Jan-15,CORUMBA,11.54
Feb-15,CORUMBA,22.85
Mar-15,CORUMBA,79.36
Apr-15,CORUMBA,95.52
May-15,CORUMBA,96.11
Jun-15,CORUMBA,93.54
Jul-15,CORUMBA,94.93
Aug-15,CORUMBA,88.34
Sep-15,CORUMBA,78.3
Oct-15,CORUMBA,34.86
Nov-15,CORUMBA,22.52
Dec-15,CORUMBA,23.76
Jan-16,CORUMBA,79.42
Feb-16,CORUMBA,88.18
Mar-16,CORUMBA,92.91
Apr-16,CORUMBA,88.4
May-16,CORUMBA,78.88
Jun-16,CORUMBA,72.39
Jul-16,CORUMBA,58.9
Aug-16,CORUMBA,39.58
Sep-16,CORUMBA,20.68
Oct-16,CORUMBA,9.12
Nov-16,CORUMBA,26.92
Dec-16,CORUMBA,38.96
Jan-17,CORUMBA,42.21
Feb-17,CORUMBA,65.71
Mar-17,CORUMBA,71.84
Apr-17,CORUMBA,84.65
May-17,CORUMBA,82.73
Jun-17,CORUMBA,70.24
Jul-17,CORUMBA,54.18
Aug-17,CORUMBA,33.25
Sep-17,CORUMBA,19.2
Oct-17,CORUMBA,16.3
Nov-17,CORUMBA,24.87
Dec-17,CORUMBA,56.75
Jan-18,CORUMBA,58.57
Feb-18,CORUMBA,87.96
Mar-18,CORUMBA,87.63
Apr-18,CORUMBA,94.99
May-18,CORUMBA,93.59
Jun-18,CORUMBA,88.68
Jul-18,CORUMBA,64.31
Aug-18,CORUMBA,39.04
Sep-18,CORUMBA,23.8
Oct-18,CORUMBA,30.52
Nov-18,CORUMBA,70.89
Dec-18,CORUMBA,60.38
Jan-19,CORUMBA,40.64
Feb-19,CORUMBA,48.99
Mar-19,CORUMBA,88.74
Apr-19,CORUMBA,92.22
May-19,CORUMBA,89.77
Jun-19,CORUMBA,91.08
Jul-19,CORUMBA,89.94
Aug-19,CORUMBA,79.1
Sep-19,CORUMBA,43.75
Oct-19,CORUMBA,19.58
Nov-19,CORUMBA,20.42
Dec-19,CORUMBA,28.01
Jan-20,CORUMBA,59.45
Feb-20,CORUMBA,86.08
Mar-20,CORUMBA,92.68
Apr-20,CORUMBA,85.37
May-20,CORUMBA,94.34
Jun-20,CORUMBA,82.57
Jul-20,CORUMBA,81.38999939
Aug-20,CORUMBA,62.66999817
Sep-20,CORUMBA,30.67000008
Oct-20,CORUMBA,13.32999992
Nov-20,CORUMBA,8.89999962
Dec-20,CORUMBA,27.45000076
Jan-21,CORUMBA,43.54999924
Feb-21,CORUMBA,90.91000366
Mar-21,CORUMBA,93.76000214
Apr-21,CORUMBA,93.87999725
May-21,CORUMBA,87.79000092
Jun-21,CORUMBA,88.56999969
Jul-21,CORUMBA,84.15000153
Jan-99,CHAVANTES,74.74
Feb-99,CHAVANTES,73.01
Mar-99,CHAVANTES,79.84
Apr-99,CHAVANTES,76.22
May-99,CHAVANTES,74
Jun-99,CHAVANTES,71.17
Jul-99,CHAVANTES,75.23
Aug-99,CHAVANTES,72.28
Sep-99,CHAVANTES,75.98
Oct-99,CHAVANTES,67.64
Nov-99,CHAVANTES,63.07
Dec-99,CHAVANTES,45.82
Jan-00,CHAVANTES,32.56
Feb-00,CHAVANTES,44.57
Mar-00,CHAVANTES,45.25
Apr-00,CHAVANTES,42.76
May-00,CHAVANTES,38.07
Jun-00,CHAVANTES,32.67
Jul-00,CHAVANTES,29.31
Aug-00,CHAVANTES,24.91
Sep-00,CHAVANTES,34.42
Oct-00,CHAVANTES,31.91
Nov-00,CHAVANTES,32.02
Dec-00,CHAVANTES,37.51
Jan-01,CHAVANTES,40.52
Feb-01,CHAVANTES,63.07
Mar-01,CHAVANTES,70.93
Apr-01,CHAVANTES,71.42
May-01,CHAVANTES,79.46
Jun-01,CHAVANTES,89.09
Jul-01,CHAVANTES,95.81
Aug-01,CHAVANTES,98.03
Sep-01,CHAVANTES,90.12
Oct-01,CHAVANTES,94.01
Nov-01,CHAVANTES,89.86
Dec-01,CHAVANTES,94.12
Jan-02,CHAVANTES,85.78
Feb-02,CHAVANTES,80.73
Mar-02,CHAVANTES,85.02
Apr-02,CHAVANTES,83.75
May-02,CHAVANTES,80.73
Jun-02,CHAVANTES,76.98
Jul-02,CHAVANTES,74.38
Aug-02,CHAVANTES,71.68
Sep-02,CHAVANTES,71.55
Oct-02,CHAVANTES,63.67
Nov-02,CHAVANTES,67.41
Dec-02,CHAVANTES,75.62
Jan-03,CHAVANTES,88.08
Feb-03,CHAVANTES,85.27
Mar-03,CHAVANTES,81.99
Apr-03,CHAVANTES,84.89
May-03,CHAVANTES,77.98
Jun-03,CHAVANTES,75
Jul-03,CHAVANTES,76.11
Aug-03,CHAVANTES,70.94
Sep-03,CHAVANTES,61.04
Oct-03,CHAVANTES,42.27
Nov-03,CHAVANTES,36.02
Dec-03,CHAVANTES,31.2
Jan-04,CHAVANTES,52.8
Feb-04,CHAVANTES,84.01
Mar-04,CHAVANTES,82.49
Apr-04,CHAVANTES,79.98
May-04,CHAVANTES,86.29
Jun-04,CHAVANTES,93.35
Jul-04,CHAVANTES,92.96
Aug-04,CHAVANTES,83.5
Sep-04,CHAVANTES,77.73
Oct-04,CHAVANTES,80.98
Nov-04,CHAVANTES,82.62
Dec-04,CHAVANTES,75.25
Jan-05,CHAVANTES,82.61
Feb-05,CHAVANTES,84.13
Mar-05,CHAVANTES,76.98
Apr-05,CHAVANTES,66.33
May-05,CHAVANTES,57.97
Jun-05,CHAVANTES,53.41
Jul-05,CHAVANTES,58.92
Aug-05,CHAVANTES,60.58
Sep-05,CHAVANTES,62.01
Oct-05,CHAVANTES,71.68
Nov-05,CHAVANTES,72.04
Dec-05,CHAVANTES,73.52
Jan-06,CHAVANTES,75.37
Feb-06,CHAVANTES,77.73
Mar-06,CHAVANTES,75.86
Apr-06,CHAVANTES,75.62
May-06,CHAVANTES,68.87
Jun-06,CHAVANTES,61.53
Jul-06,CHAVANTES,53.06
Aug-06,CHAVANTES,39.84
Sep-06,CHAVANTES,32.99
Oct-06,CHAVANTES,32.34
Nov-06,CHAVANTES,28.33
Dec-06,CHAVANTES,28.87
Jan-07,CHAVANTES,49.82
Feb-07,CHAVANTES,63.56
Mar-07,CHAVANTES,68.63
Apr-07,CHAVANTES,65.6
May-07,CHAVANTES,68.14
Jun-07,CHAVANTES,69.6
Jul-07,CHAVANTES,80.98
Aug-07,CHAVANTES,79.85
Sep-07,CHAVANTES,71.06
Oct-07,CHAVANTES,62.84
Nov-07,CHAVANTES,62.6
Dec-07,CHAVANTES,56.56
Jan-08,CHAVANTES,60.7
Feb-08,CHAVANTES,68.14
Mar-08,CHAVANTES,74.26
Apr-08,CHAVANTES,80.98
May-08,CHAVANTES,73.64
Jun-08,CHAVANTES,70.58
Jul-08,CHAVANTES,68.63
Aug-08,CHAVANTES,77.85
Sep-08,CHAVANTES,75.24
Oct-08,CHAVANTES,74.63
Nov-08,CHAVANTES,71.43
Dec-08,CHAVANTES,65.36
Jan-09,CHAVANTES,69.36
Feb-09,CHAVANTES,72.53
Mar-09,CHAVANTES,67.78
Apr-09,CHAVANTES,69.36
May-09,CHAVANTES,70.7
Jun-09,CHAVANTES,72.9
Jul-09,CHAVANTES,88.84
Aug-09,CHAVANTES,88.07
Sep-09,CHAVANTES,82.11
Oct-09,CHAVANTES,80.98
Nov-09,CHAVANTES,76.86
Dec-09,CHAVANTES,70.33
Jan-10,CHAVANTES,80.1
Feb-10,CHAVANTES,81.48
Mar-10,CHAVANTES,87.3
Apr-10,CHAVANTES,88.32
May-10,CHAVANTES,82.99
Jun-10,CHAVANTES,82.23
Jul-10,CHAVANTES,76.48
Aug-10,CHAVANTES,67.9
Sep-10,CHAVANTES,52.24
Oct-10,CHAVANTES,47.87
Nov-10,CHAVANTES,41.18
Dec-10,CHAVANTES,47.75
Jan-11,CHAVANTES,61.53
Feb-11,CHAVANTES,78.67
Mar-11,CHAVANTES,88.02
Apr-11,CHAVANTES,92.9
May-11,CHAVANTES,85.01
Jun-11,CHAVANTES,85.14
Jul-11,CHAVANTES,81.98
Aug-11,CHAVANTES,76.48
Sep-11,CHAVANTES,66.33
Oct-11,CHAVANTES,74.38
Nov-11,CHAVANTES,71.19
Dec-11,CHAVANTES,61.05
Jan-12,CHAVANTES,64.4
Feb-12,CHAVANTES,62.91
Mar-12,CHAVANTES,54.34
Apr-12,CHAVANTES,51.2
May-12,CHAVANTES,55.11
Jun-12,CHAVANTES,75.94
Jul-12,CHAVANTES,78.6
Aug-12,CHAVANTES,71.36
Sep-12,CHAVANTES,56.82
Oct-12,CHAVANTES,39.75
Nov-12,CHAVANTES,28.16
Dec-12,CHAVANTES,27.15
Jan-13,CHAVANTES,25.33
Feb-13,CHAVANTES,33.65
Mar-13,CHAVANTES,40.62
Apr-13,CHAVANTES,58.68
May-13,CHAVANTES,71.43
Jun-13,CHAVANTES,86.67
Jul-13,CHAVANTES,90.63
Aug-13,CHAVANTES,85.52
Sep-13,CHAVANTES,83.75
Oct-13,CHAVANTES,83.49
Nov-13,CHAVANTES,66.08
Dec-13,CHAVANTES,53.41
Jan-14,CHAVANTES,52.48
Feb-14,CHAVANTES,48.32
Mar-14,CHAVANTES,51.78
Apr-14,CHAVANTES,48.67
May-14,CHAVANTES,45.24
Jun-14,CHAVANTES,50.76
Jul-14,CHAVANTES,44.5
Aug-14,CHAVANTES,33.67
Sep-14,CHAVANTES,33.65
Oct-14,CHAVANTES,28.5
Nov-14,CHAVANTES,20.47
Dec-14,CHAVANTES,19.43
Jan-15,CHAVANTES,19.01
Feb-15,CHAVANTES,26.72
Mar-15,CHAVANTES,33.43
Apr-15,CHAVANTES,36.06
May-15,CHAVANTES,40.96
Jun-15,CHAVANTES,43.77
Jul-15,CHAVANTES,59.98
Aug-15,CHAVANTES,62.6
Sep-15,CHAVANTES,72.53
Oct-15,CHAVANTES,83.37
Nov-15,CHAVANTES,94.38
Dec-15,CHAVANTES,86.79
Jan-16,CHAVANTES,79.22
Feb-16,CHAVANTES,94.77
Mar-16,CHAVANTES,95.94
Apr-16,CHAVANTES,89.73
May-16,CHAVANTES,90.25
Jun-16,CHAVANTES,91.28
Jul-16,CHAVANTES,88.96
Aug-16,CHAVANTES,86.54
Sep-16,CHAVANTES,83.12
Oct-16,CHAVANTES,79.47
Nov-16,CHAVANTES,71.19
Dec-16,CHAVANTES,58.68
Jan-17,CHAVANTES,62.84
Feb-17,CHAVANTES,58.8
Mar-17,CHAVANTES,61.77
Apr-17,CHAVANTES,67.29
May-17,CHAVANTES,80.35
Jun-17,CHAVANTES,88.96
Jul-17,CHAVANTES,84.13
Aug-17,CHAVANTES,73.52
Sep-17,CHAVANTES,48.1
Oct-17,CHAVANTES,38.17
Nov-17,CHAVANTES,47.75
Dec-17,CHAVANTES,57.97
Jan-18,CHAVANTES,71.68
Feb-18,CHAVANTES,67.44
Mar-18,CHAVANTES,73.15
Apr-18,CHAVANTES,76.81
May-18,CHAVANTES,73.91
Jun-18,CHAVANTES,73.03
Jul-18,CHAVANTES,59.7
Aug-18,CHAVANTES,43.32
Sep-18,CHAVANTES,35.36
Oct-18,CHAVANTES,24.31
Nov-18,CHAVANTES,16.85
Dec-18,CHAVANTES,17.6
Jan-19,CHAVANTES,14.92
Feb-19,CHAVANTES,18.39
Mar-19,CHAVANTES,29.08
Apr-19,CHAVANTES,33.49
May-19,CHAVANTES,37.35
Jun-19,CHAVANTES,45.15
Jul-19,CHAVANTES,47.16
Aug-19,CHAVANTES,47.52
Sep-19,CHAVANTES,37.68
Oct-19,CHAVANTES,22.26
Nov-19,CHAVANTES,24.69
Dec-19,CHAVANTES,17.45
Jan-20,CHAVANTES,18.14
Feb-20,CHAVANTES,24.57
Mar-20,CHAVANTES,27.43
Apr-20,CHAVANTES,28.85
May-20,CHAVANTES,31.23
Jun-20,CHAVANTES,34.41
Jul-20,CHAVANTES,36.88000107
Aug-20,CHAVANTES,42.15000153
Sep-20,CHAVANTES,44.09000015
Oct-20,CHAVANTES,38.52000046
Nov-20,CHAVANTES,31.56999969
Dec-20,CHAVANTES,9.39000034
Jan-21,CHAVANTES,14.09000015
Feb-21,CHAVANTES,15.76000023
Mar-21,CHAVANTES,20.15999985
Apr-21,CHAVANTES,19.12000084
May-21,CHAVANTES,20.55999947
Jun-21,CHAVANTES,23.79999924
Jul-21,CHAVANTES,25.12000084
Jan-99,CAPIVARA,90.14
Feb-99,CAPIVARA,95.92
Mar-99,CAPIVARA,94.24
Apr-99,CAPIVARA,93.55
May-99,CAPIVARA,88.33
Jun-99,CAPIVARA,87.55
Jul-99,CAPIVARA,93.25
Aug-99,CAPIVARA,79.04
Sep-99,CAPIVARA,68.86
Oct-99,CAPIVARA,57.56
Nov-99,CAPIVARA,40.03
Dec-99,CAPIVARA,21.15
Jan-00,CAPIVARA,18.57
Feb-00,CAPIVARA,51.65
Mar-00,CAPIVARA,55.44
Apr-00,CAPIVARA,50.54
May-00,CAPIVARA,49.11
Jun-00,CAPIVARA,50.46
Jul-00,CAPIVARA,51.25
Aug-00,CAPIVARA,55.11
Sep-00,CAPIVARA,89.18
Oct-00,CAPIVARA,86.41
Nov-00,CAPIVARA,73.44
Dec-00,CAPIVARA,64.99
Jan-01,CAPIVARA,64.06
Feb-01,CAPIVARA,90.72
Mar-01,CAPIVARA,90.92
Apr-01,CAPIVARA,80.05
May-01,CAPIVARA,80.05
Jun-01,CAPIVARA,91.4
Jul-01,CAPIVARA,92.47
Aug-01,CAPIVARA,83.77
Sep-01,CAPIVARA,85.94
Oct-01,CAPIVARA,93.75
Nov-01,CAPIVARA,84.89
Dec-01,CAPIVARA,95.32
Jan-02,CAPIVARA,99.21
Feb-02,CAPIVARA,96.83
Mar-02,CAPIVARA,96.15
Apr-02,CAPIVARA,77.12
May-02,CAPIVARA,93.9
Jun-02,CAPIVARA,87.55
Jul-02,CAPIVARA,81.17
Aug-02,CAPIVARA,69.77
Sep-02,CAPIVARA,76.67
Oct-02,CAPIVARA,65.39
Nov-02,CAPIVARA,76.67
Dec-02,CAPIVARA,93.8
Jan-03,CAPIVARA,97.72
Feb-03,CAPIVARA,97.72
Mar-03,CAPIVARA,98.02
Apr-03,CAPIVARA,98.41
May-03,CAPIVARA,91.67
Jun-03,CAPIVARA,87.55
Jul-03,CAPIVARA,81.73
Aug-03,CAPIVARA,69.06
Sep-03,CAPIVARA,54.6
Oct-03,CAPIVARA,47.82
Nov-03,CAPIVARA,44.76
Dec-03,CAPIVARA,51.91
Jan-04,CAPIVARA,64.62
Feb-04,CAPIVARA,68.53
Mar-04,CAPIVARA,74.41
Apr-04,CAPIVARA,75.49
May-04,CAPIVARA,95.75
Jun-04,CAPIVARA,95.46
Jul-04,CAPIVARA,94.58
Aug-04,CAPIVARA,89.46
Sep-04,CAPIVARA,67.66
Oct-04,CAPIVARA,72.97
Nov-04,CAPIVARA,82.94
Dec-04,CAPIVARA,80.34
Jan-05,CAPIVARA,95.82
Feb-05,CAPIVARA,96.41
Mar-05,CAPIVARA,97.4
Apr-05,CAPIVARA,89.59
May-05,CAPIVARA,87.87
Jun-05,CAPIVARA,81.94
Jul-05,CAPIVARA,65
Aug-05,CAPIVARA,42.31
Sep-05,CAPIVARA,59.09
Oct-05,CAPIVARA,92
Nov-05,CAPIVARA,93.17
Dec-05,CAPIVARA,90.36
Jan-06,CAPIVARA,71.61
Feb-06,CAPIVARA,83.53
Mar-06,CAPIVARA,88.82
Apr-06,CAPIVARA,89.78
May-06,CAPIVARA,72.41
Jun-06,CAPIVARA,53.27
Jul-06,CAPIVARA,34.88
Aug-06,CAPIVARA,22.84
Sep-06,CAPIVARA,19.18
Oct-06,CAPIVARA,19.31
Nov-06,CAPIVARA,13.78
Dec-06,CAPIVARA,26.66
Jan-07,CAPIVARA,73.93
Feb-07,CAPIVARA,96.91
Mar-07,CAPIVARA,97.01
Apr-07,CAPIVARA,94.74
May-07,CAPIVARA,98.7
Jun-07,CAPIVARA,89.4
Jul-07,CAPIVARA,94.34
Aug-07,CAPIVARA,75.36
Sep-07,CAPIVARA,54.16
Oct-07,CAPIVARA,36.56
Nov-07,CAPIVARA,43.07
Dec-07,CAPIVARA,44.22
Jan-08,CAPIVARA,54.08
Feb-08,CAPIVARA,58.51
Mar-08,CAPIVARA,64.14
Apr-08,CAPIVARA,73.03
May-08,CAPIVARA,97.8
Jun-08,CAPIVARA,90.26
Jul-08,CAPIVARA,78.26
Aug-08,CAPIVARA,92.49
Sep-08,CAPIVARA,77.35
Oct-08,CAPIVARA,82.41
Nov-08,CAPIVARA,86.16
Dec-08,CAPIVARA,69.59
Jan-09,CAPIVARA,75.54
Feb-09,CAPIVARA,96.21
Mar-09,CAPIVARA,95.13
Apr-09,CAPIVARA,84.18
May-09,CAPIVARA,63.46
Jun-09,CAPIVARA,44.99
Jul-09,CAPIVARA,75.72
Aug-09,CAPIVARA,96.12
Sep-09,CAPIVARA,94.74
Oct-09,CAPIVARA,95.62
Nov-09,CAPIVARA,90.17
Dec-09,CAPIVARA,82.13
Jan-10,CAPIVARA,85.5
Feb-10,CAPIVARA,96.31
Mar-10,CAPIVARA,97.9
Apr-10,CAPIVARA,94.05
May-10,CAPIVARA,97.11
Jun-10,CAPIVARA,96.81
Jul-10,CAPIVARA,89.78
Aug-10,CAPIVARA,74.73
Sep-10,CAPIVARA,58.01
Oct-10,CAPIVARA,58.67
Nov-10,CAPIVARA,46.93
Dec-10,CAPIVARA,53.52
Jan-11,CAPIVARA,81.2
Feb-11,CAPIVARA,98.1
Mar-11,CAPIVARA,97.3
Apr-11,CAPIVARA,98.7
May-11,CAPIVARA,95.13
Jun-11,CAPIVARA,83.53
Jul-11,CAPIVARA,82.59
Aug-11,CAPIVARA,97.6
Sep-11,CAPIVARA,93.95
Oct-11,CAPIVARA,97.11
Nov-11,CAPIVARA,90.07
Dec-11,CAPIVARA,76.17
Jan-12,CAPIVARA,78.9
Feb-12,CAPIVARA,68.07
Mar-12,CAPIVARA,50.23
Apr-12,CAPIVARA,39.72
May-12,CAPIVARA,40.57
Jun-12,CAPIVARA,93.7
Jul-12,CAPIVARA,89.72
Aug-12,CAPIVARA,72.64
Sep-12,CAPIVARA,59.49
Oct-12,CAPIVARA,41.18
Nov-12,CAPIVARA,31.43
Dec-12,CAPIVARA,28.67
Jan-13,CAPIVARA,34.88
Feb-13,CAPIVARA,57.93
Mar-13,CAPIVARA,87.3
Apr-13,CAPIVARA,100.8
May-13,CAPIVARA,98.8
Jun-13,CAPIVARA,98.8
Jul-13,CAPIVARA,98.9
Aug-13,CAPIVARA,99.2
Sep-13,CAPIVARA,96.31
Oct-13,CAPIVARA,99.1
Nov-13,CAPIVARA,97.5
Dec-13,CAPIVARA,78.72
Jan-14,CAPIVARA,64.74
Feb-14,CAPIVARA,37.3
Mar-14,CAPIVARA,31.28
Apr-14,CAPIVARA,30.22
May-14,CAPIVARA,28.32
Jun-14,CAPIVARA,68.4
Jul-14,CAPIVARA,80.32
Aug-14,CAPIVARA,66.25
Sep-14,CAPIVARA,64.4
Oct-14,CAPIVARA,52.71
Nov-14,CAPIVARA,19.71
Dec-14,CAPIVARA,23.24
Jan-15,CAPIVARA,22.44
Feb-15,CAPIVARA,31.5
Mar-15,CAPIVARA,35.61
Apr-15,CAPIVARA,31.14
May-15,CAPIVARA,32.78
Jun-15,CAPIVARA,32.28
Jul-15,CAPIVARA,99.4
Aug-15,CAPIVARA,88.44
Sep-15,CAPIVARA,90.75
Oct-15,CAPIVARA,98.3
Nov-15,CAPIVARA,94.93
Dec-15,CAPIVARA,91.91
Jan-16,CAPIVARA,83.34
Feb-16,CAPIVARA,97.01
Mar-16,CAPIVARA,97.8
Apr-16,CAPIVARA,96.02
May-16,CAPIVARA,100.5
Jun-16,CAPIVARA,98
Jul-16,CAPIVARA,98.8
Aug-16,CAPIVARA,97.9
Sep-16,CAPIVARA,99.1
Oct-16,CAPIVARA,85.12
Nov-16,CAPIVARA,60.34
Dec-16,CAPIVARA,56.78
Jan-17,CAPIVARA,69.5
Feb-17,CAPIVARA,82.97
Mar-17,CAPIVARA,64.48
Apr-17,CAPIVARA,62.78
May-17,CAPIVARA,90.36
Jun-17,CAPIVARA,92.2
Jul-17,CAPIVARA,81.29
Aug-17,CAPIVARA,75.09
Sep-17,CAPIVARA,49.52
Oct-17,CAPIVARA,41.71
Nov-17,CAPIVARA,84.28
Dec-17,CAPIVARA,82.97
Jan-18,CAPIVARA,85.67
Feb-18,CAPIVARA,97.84
Mar-18,CAPIVARA,99.34
Apr-18,CAPIVARA,93.76
May-18,CAPIVARA,84.76
Jun-18,CAPIVARA,79.34
Jul-18,CAPIVARA,62.06
Aug-18,CAPIVARA,54.99
Sep-18,CAPIVARA,42.69
Oct-18,CAPIVARA,54.25
Nov-18,CAPIVARA,54.59
Dec-18,CAPIVARA,44.58
Jan-19,CAPIVARA,29.19
Feb-19,CAPIVARA,19.66
Mar-19,CAPIVARA,36.71
Apr-19,CAPIVARA,43.03
May-19,CAPIVARA,43.99
Jun-19,CAPIVARA,71.28
Jul-19,CAPIVARA,73.77
Aug-19,CAPIVARA,44.02
Sep-19,CAPIVARA,25.42
Oct-19,CAPIVARA,17.5
